school,school_setting,school_type,classroom,teaching_method,n_student,gender,lunch,pretest,posttest
CUQAM,Urban,Public,X6Z,Experimental,1,Female,Does not qualify,56.0,72.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Qualifies for reduced/free lunch,51.0,69.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Does not qualify,53.0,65.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Does not qualify,49.0,67.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Does not qualify,54.0,72.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Does not qualify,52.0,71.0
CUQAM,Urban,Public,X6Z,Experimental,1,Female,Does not qualify,53.0,70.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Does not qualify,54.0,70.0
CUQAM,Urban,Public,X6Z,Experimental,1,Female,Does not qualify,57.0,76.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Does not qualify,52.0,67.0
CUQAM,Urban,Public,X6Z,Experimental,1,Female,Does not qualify,61.0,74.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Does not qualify,52.0,73.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Qualifies for reduced/free lunch,54.0,68.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Does not qualify,55.0,69.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Does not qualify,53.0,71.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Does not qualify,55.0,72.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Does not qualify,53.0,70.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Qualifies for reduced/free lunch,48.0,66.0
CUQAM,Urban,Public,X6Z,Experimental,1,Male,Does not qualify,51.0,70.0
CUQAM,Urban,Public,X6Z,Experimental,1,Female,Does not qualify,56.0,70.0
CUQAM,Urban,Public,X6Z,Experimental,1,Female,Does not qualify,51.0,69.0
CUQAM,Urban,Public,X6Z,Experimental,1,Female,Qualifies for reduced/free lunch,49.0,67.0
DNQDD,Suburban,Public,2AP,Standard,2,Female,Does not qualify,54.0,67.0
DNQDD,Suburban,Public,2AP,Standard,2,Female,Qualifies for reduced/free lunch,50.0,64.0
DNQDD,Suburban,Public,2AP,Standard,2,Female,Does not qualify,51.0,65.0
DNQDD,Suburban,Public,2AP,Standard,2,Female,Does not qualify,53.0,70.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Does not qualify,52.0,60.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Qualifies for reduced/free lunch,51.0,57.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Does not qualify,56.0,61.0
DNQDD,Suburban,Public,2AP,Standard,2,Female,Qualifies for reduced/free lunch,47.0,58.0
DNQDD,Suburban,Public,2AP,Standard,2,Female,Qualifies for reduced/free lunch,49.0,60.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Qualifies for reduced/free lunch,46.0,63.0
DNQDD,Suburban,Public,2AP,Standard,2,Female,Qualifies for reduced/free lunch,43.0,61.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Does not qualify,56.0,59.0
DNQDD,Suburban,Public,2AP,Standard,2,Female,Does not qualify,54.0,64.0
DNQDD,Suburban,Public,2AP,Standard,2,Female,Qualifies for reduced/free lunch,48.0,64.0
DNQDD,Suburban,Public,2AP,Standard,2,Female,Does not qualify,55.0,62.0
DNQDD,Suburban,Public,2AP,Standard,2,Female,Does not qualify,53.0,63.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Qualifies for reduced/free lunch,52.0,63.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Does not qualify,55.0,55.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Qualifies for reduced/free lunch,52.0,65.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Qualifies for reduced/free lunch,54.0,57.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Qualifies for reduced/free lunch,48.0,54.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Qualifies for reduced/free lunch,53.0,62.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Qualifies for reduced/free lunch,52.0,58.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Qualifies for reduced/free lunch,54.0,61.0
DNQDD,Suburban,Public,2AP,Standard,2,Male,Qualifies for reduced/free lunch,44.0,59.0
DNQDD,Suburban,Public,2AP,Standard,2,Female,Qualifies for reduced/free lunch,47.0,56.0
DNQDD,Suburban,Public,2AP,Standard,2,Female,Does not qualify,49.0,58.0
DNQDD,Suburban,Public,PW5,Experimental,1,Male,Qualifies for reduced/free lunch,37.0,56.0
DNQDD,Suburban,Public,PW5,Experimental,1,Female,Does not qualify,50.0,63.0
DNQDD,Suburban,Public,PW5,Experimental,1,Male,Does not qualify,48.0,58.0
DNQDD,Suburban,Public,PW5,Experimental,1,Male,Qualifies for reduced/free lunch,40.0,60.0
DNQDD,Suburban,Public,PW5,Experimental,1,Female,Qualifies for reduced/free lunch,39.0,49.0
DNQDD,Suburban,Public,PW5,Experimental,1,Female,Does not qualify,41.0,60.0
DNQDD,Suburban,Public,PW5,Experimental,1,Female,Qualifies for reduced/free lunch,38.0,57.0
DNQDD,Suburban,Public,PW5,Experimental,1,Male,Qualifies for reduced/free lunch,44.0,58.0
DNQDD,Suburban,Public,PW5,Experimental,1,Female,Does not qualify,45.0,63.0
DNQDD,Suburban,Public,PW5,Experimental,1,Female,Does not qualify,45.0,67.0
DNQDD,Suburban,Public,PW5,Experimental,1,Female,Qualifies for reduced/free lunch,36.0,53.0
DNQDD,Suburban,Public,PW5,Experimental,1,Male,Does not qualify,48.0,62.0
DNQDD,Suburban,Public,PW5,Experimental,1,Female,Qualifies for reduced/free lunch,42.0,54.0
DNQDD,Suburban,Public,PW5,Experimental,1,Female,Does not qualify,48.0,65.0
DNQDD,Suburban,Public,PW5,Experimental,1,Male,Qualifies for reduced/free lunch,42.0,57.0
DNQDD,Suburban,Public,PW5,Experimental,1,Male,Does not qualify,45.0,67.0
DNQDD,Suburban,Public,PW5,Experimental,1,Female,Qualifies for reduced/free lunch,39.0,61.0
DNQDD,Suburban,Public,PW5,Experimental,1,Female,Qualifies for reduced/free lunch,45.0,64.0
DNQDD,Suburban,Public,PW5,Experimental,1,Male,Qualifies for reduced/free lunch,44.0,59.0
DNQDD,Suburban,Public,PW5,Experimental,1,Female,Qualifies for reduced/free lunch,40.0,52.0
DNQDD,Suburban,Public,ROP,Experimental,2,Female,Does not qualify,57.0,74.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Qualifies for reduced/free lunch,58.0,74.0
DNQDD,Suburban,Public,ROP,Experimental,2,Female,Does not qualify,62.0,79.0
DNQDD,Suburban,Public,ROP,Experimental,2,Female,Qualifies for reduced/free lunch,61.0,71.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Qualifies for reduced/free lunch,57.0,73.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Qualifies for reduced/free lunch,62.0,74.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Qualifies for reduced/free lunch,55.0,71.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Qualifies for reduced/free lunch,55.0,68.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Does not qualify,55.0,75.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Qualifies for reduced/free lunch,57.0,72.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Qualifies for reduced/free lunch,58.0,79.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Does not qualify,58.0,75.0
DNQDD,Suburban,Public,ROP,Experimental,2,Female,Does not qualify,60.0,78.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Qualifies for reduced/free lunch,55.0,67.0
DNQDD,Suburban,Public,ROP,Experimental,2,Female,Qualifies for reduced/free lunch,52.0,73.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Does not qualify,61.0,73.0
DNQDD,Suburban,Public,ROP,Experimental,2,Female,Qualifies for reduced/free lunch,53.0,67.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Qualifies for reduced/free lunch,60.0,73.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Does not qualify,58.0,76.0
DNQDD,Suburban,Public,ROP,Experimental,2,Female,Qualifies for reduced/free lunch,53.0,67.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Qualifies for reduced/free lunch,60.0,72.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Does not qualify,64.0,77.0
DNQDD,Suburban,Public,ROP,Experimental,2,Female,Does not qualify,62.0,74.0
DNQDD,Suburban,Public,ROP,Experimental,2,Female,Qualifies for reduced/free lunch,56.0,74.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Qualifies for reduced/free lunch,59.0,76.0
DNQDD,Suburban,Public,ROP,Experimental,2,Female,Does not qualify,61.0,77.0
DNQDD,Suburban,Public,ROP,Experimental,2,Male,Qualifies for reduced/free lunch,56.0,74.0
DNQDD,Suburban,Public,ROP,Experimental,2,Female,Qualifies for reduced/free lunch,54.0,73.0
DNQDD,Suburban,Public,ST7,Standard,1,Female,Qualifies for reduced/free lunch,64.0,69.0
DNQDD,Suburban,Public,ST7,Standard,1,Female,Does not qualify,63.0,74.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Qualifies for reduced/free lunch,49.0,60.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Does not qualify,60.0,61.0
DNQDD,Suburban,Public,ST7,Standard,1,Female,Qualifies for reduced/free lunch,58.0,69.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Qualifies for reduced/free lunch,60.0,74.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Qualifies for reduced/free lunch,57.0,66.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Qualifies for reduced/free lunch,58.0,70.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Qualifies for reduced/free lunch,58.0,68.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Does not qualify,62.0,71.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Qualifies for reduced/free lunch,53.0,68.0
DNQDD,Suburban,Public,ST7,Standard,1,Female,Qualifies for reduced/free lunch,55.0,66.0
DNQDD,Suburban,Public,ST7,Standard,1,Female,Does not qualify,60.0,72.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Does not qualify,62.0,71.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Qualifies for reduced/free lunch,55.0,64.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Qualifies for reduced/free lunch,60.0,67.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Does not qualify,59.0,66.0
DNQDD,Suburban,Public,ST7,Standard,1,Female,Qualifies for reduced/free lunch,53.0,70.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Qualifies for reduced/free lunch,57.0,74.0
DNQDD,Suburban,Public,ST7,Standard,1,Male,Qualifies for reduced/free lunch,59.0,69.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Does not qualify,63.0,72.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Qualifies for reduced/free lunch,65.0,68.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Qualifies for reduced/free lunch,56.0,71.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Qualifies for reduced/free lunch,60.0,69.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Does not qualify,60.0,66.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Does not qualify,60.0,68.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Does not qualify,62.0,72.0
DNQDD,Suburban,Public,XXJ,Standard,2,Female,Does not qualify,63.0,70.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Does not qualify,61.0,74.0
DNQDD,Suburban,Public,XXJ,Standard,2,Female,Qualifies for reduced/free lunch,56.0,69.0
DNQDD,Suburban,Public,XXJ,Standard,2,Female,Qualifies for reduced/free lunch,60.0,67.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Qualifies for reduced/free lunch,55.0,66.0
DNQDD,Suburban,Public,XXJ,Standard,2,Female,Qualifies for reduced/free lunch,62.0,71.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Qualifies for reduced/free lunch,57.0,71.0
DNQDD,Suburban,Public,XXJ,Standard,2,Female,Qualifies for reduced/free lunch,58.0,70.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Qualifies for reduced/free lunch,57.0,67.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Does not qualify,62.0,69.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Qualifies for reduced/free lunch,55.0,65.0
DNQDD,Suburban,Public,XXJ,Standard,2,Female,Qualifies for reduced/free lunch,60.0,76.0
DNQDD,Suburban,Public,XXJ,Standard,2,Female,Qualifies for reduced/free lunch,52.0,62.0
DNQDD,Suburban,Public,XXJ,Standard,2,Female,Qualifies for reduced/free lunch,61.0,67.0
DNQDD,Suburban,Public,XXJ,Standard,2,Female,Qualifies for reduced/free lunch,60.0,70.0
DNQDD,Suburban,Public,XXJ,Standard,2,Female,Does not qualify,62.0,68.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Qualifies for reduced/free lunch,60.0,64.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Does not qualify,67.0,75.0
DNQDD,Suburban,Public,XXJ,Standard,2,Male,Does not qualify,61.0,70.0
DNQDD,Suburban,Public,XXJ,Standard,2,Female,Qualifies for reduced/free lunch,58.0,68.0
FBUMG,Rural,Non-public,197,Experimental,0,Male,Qualifies for reduced/free lunch,53.0,68.0
FBUMG,Rural,Non-public,197,Experimental,0,Male,Does not qualify,63.0,78.0
FBUMG,Rural,Non-public,197,Experimental,0,Male,Does not qualify,67.0,79.0
FBUMG,Rural,Non-public,197,Experimental,0,Male,Does not qualify,61.0,76.0
FBUMG,Rural,Non-public,197,Experimental,0,Male,Does not qualify,57.0,76.0
FBUMG,Rural,Non-public,197,Experimental,0,Female,Does not qualify,72.0,84.0
FBUMG,Rural,Non-public,197,Experimental,0,Female,Does not qualify,65.0,78.0
FBUMG,Rural,Non-public,197,Experimental,0,Male,Qualifies for reduced/free lunch,56.0,73.0
FBUMG,Rural,Non-public,197,Experimental,0,Female,Does not qualify,64.0,77.0
FBUMG,Rural,Non-public,197,Experimental,0,Male,Does not qualify,65.0,80.0
FBUMG,Rural,Non-public,197,Experimental,0,Male,Does not qualify,65.0,79.0
FBUMG,Rural,Non-public,197,Experimental,0,Male,Does not qualify,64.0,84.0
FBUMG,Rural,Non-public,197,Experimental,0,Female,Does not qualify,62.0,81.0
FBUMG,Rural,Non-public,197,Experimental,0,Female,Does not qualify,58.0,78.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Female,Qualifies for reduced/free lunch,63.0,84.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Female,Qualifies for reduced/free lunch,68.0,85.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Male,Qualifies for reduced/free lunch,66.0,81.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Male,Does not qualify,68.0,88.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Female,Does not qualify,66.0,81.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Female,Does not qualify,68.0,82.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Male,Qualifies for reduced/free lunch,68.0,79.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Male,Does not qualify,69.0,83.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Female,Does not qualify,66.0,83.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Male,Qualifies for reduced/free lunch,65.0,83.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Female,Does not qualify,58.0,80.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Male,Does not qualify,59.0,81.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Female,Does not qualify,73.0,82.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Male,Does not qualify,67.0,86.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Male,Does not qualify,72.0,83.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Female,Qualifies for reduced/free lunch,56.0,73.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Male,Does not qualify,61.0,76.0
FBUMG,Rural,Non-public,5LQ,Experimental,0,Male,Does not qualify,68.0,87.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Male,Does not qualify,57.0,79.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Female,Does not qualify,62.0,76.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Male,Does not qualify,58.0,68.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Male,Qualifies for reduced/free lunch,56.0,69.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Female,Does not qualify,64.0,76.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Male,Qualifies for reduced/free lunch,58.0,73.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Male,Qualifies for reduced/free lunch,63.0,78.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Male,Does not qualify,58.0,77.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Female,Does not qualify,61.0,77.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Female,Does not qualify,60.0,74.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Male,Does not qualify,55.0,72.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Male,Does not qualify,59.0,74.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Female,Does not qualify,64.0,80.0
FBUMG,Rural,Non-public,JGD,Experimental,0,Female,Does not qualify,65.0,75.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Does not qualify,47.0,61.0
GJJHK,Suburban,Public,HCB,Standard,1,Male,Qualifies for reduced/free lunch,38.0,49.0
GJJHK,Suburban,Public,HCB,Standard,1,Male,Qualifies for reduced/free lunch,47.0,60.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Qualifies for reduced/free lunch,48.0,61.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Does not qualify,46.0,58.0
GJJHK,Suburban,Public,HCB,Standard,1,Male,Qualifies for reduced/free lunch,53.0,55.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Qualifies for reduced/free lunch,44.0,58.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Qualifies for reduced/free lunch,45.0,57.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Qualifies for reduced/free lunch,48.0,61.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Qualifies for reduced/free lunch,46.0,55.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Qualifies for reduced/free lunch,47.0,59.0
GJJHK,Suburban,Public,HCB,Standard,1,Male,Qualifies for reduced/free lunch,48.0,61.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Qualifies for reduced/free lunch,41.0,61.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Qualifies for reduced/free lunch,44.0,59.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Qualifies for reduced/free lunch,46.0,57.0
GJJHK,Suburban,Public,HCB,Standard,1,Male,Qualifies for reduced/free lunch,39.0,50.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Qualifies for reduced/free lunch,44.0,57.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Qualifies for reduced/free lunch,44.0,56.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Qualifies for reduced/free lunch,48.0,58.0
GJJHK,Suburban,Public,HCB,Standard,1,Female,Qualifies for reduced/free lunch,45.0,55.0
GJJHK,Suburban,Public,HCB,Standard,1,Male,Qualifies for reduced/free lunch,45.0,56.0
GJJHK,Suburban,Public,HCB,Standard,1,Male,Qualifies for reduced/free lunch,46.0,64.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Qualifies for reduced/free lunch,61.0,75.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Qualifies for reduced/free lunch,60.0,76.0
GJJHK,Suburban,Public,NOR,Experimental,2,Male,Qualifies for reduced/free lunch,59.0,79.0
GJJHK,Suburban,Public,NOR,Experimental,2,Male,Qualifies for reduced/free lunch,66.0,82.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Qualifies for reduced/free lunch,65.0,76.0
GJJHK,Suburban,Public,NOR,Experimental,2,Male,Qualifies for reduced/free lunch,60.0,78.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Qualifies for reduced/free lunch,59.0,79.0
GJJHK,Suburban,Public,NOR,Experimental,2,Male,Qualifies for reduced/free lunch,60.0,75.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Qualifies for reduced/free lunch,65.0,82.0
GJJHK,Suburban,Public,NOR,Experimental,2,Male,Qualifies for reduced/free lunch,62.0,74.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Does not qualify,65.0,79.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Qualifies for reduced/free lunch,61.0,72.0
GJJHK,Suburban,Public,NOR,Experimental,2,Male,Qualifies for reduced/free lunch,66.0,79.0
GJJHK,Suburban,Public,NOR,Experimental,2,Male,Qualifies for reduced/free lunch,59.0,75.0
GJJHK,Suburban,Public,NOR,Experimental,2,Male,Qualifies for reduced/free lunch,61.0,79.0
GJJHK,Suburban,Public,NOR,Experimental,2,Male,Does not qualify,65.0,80.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Qualifies for reduced/free lunch,65.0,81.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Qualifies for reduced/free lunch,61.0,85.0
GJJHK,Suburban,Public,NOR,Experimental,2,Male,Qualifies for reduced/free lunch,63.0,78.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Qualifies for reduced/free lunch,64.0,79.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Qualifies for reduced/free lunch,60.0,77.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Qualifies for reduced/free lunch,60.0,73.0
GJJHK,Suburban,Public,NOR,Experimental,2,Male,Does not qualify,65.0,84.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Does not qualify,68.0,83.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Does not qualify,67.0,81.0
GJJHK,Suburban,Public,NOR,Experimental,2,Female,Qualifies for reduced/free lunch,60.0,74.0
GJJHK,Suburban,Public,NOR,Experimental,2,Male,Qualifies for reduced/free lunch,64.0,77.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Qualifies for reduced/free lunch,55.0,64.0
GJJHK,Suburban,Public,X78,Standard,1,Female,Does not qualify,59.0,64.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Qualifies for reduced/free lunch,53.0,65.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Qualifies for reduced/free lunch,59.0,69.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Qualifies for reduced/free lunch,52.0,61.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Qualifies for reduced/free lunch,53.0,64.0
GJJHK,Suburban,Public,X78,Standard,1,Female,Qualifies for reduced/free lunch,53.0,63.0
GJJHK,Suburban,Public,X78,Standard,1,Female,Qualifies for reduced/free lunch,58.0,65.0
GJJHK,Suburban,Public,X78,Standard,1,Female,Does not qualify,55.0,72.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Qualifies for reduced/free lunch,62.0,72.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Qualifies for reduced/free lunch,57.0,60.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Does not qualify,59.0,70.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Qualifies for reduced/free lunch,52.0,65.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Does not qualify,63.0,74.0
GJJHK,Suburban,Public,X78,Standard,1,Female,Qualifies for reduced/free lunch,57.0,69.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Qualifies for reduced/free lunch,55.0,63.0
GJJHK,Suburban,Public,X78,Standard,1,Female,Qualifies for reduced/free lunch,54.0,69.0
GJJHK,Suburban,Public,X78,Standard,1,Female,Qualifies for reduced/free lunch,54.0,69.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Qualifies for reduced/free lunch,52.0,62.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Qualifies for reduced/free lunch,56.0,65.0
GJJHK,Suburban,Public,X78,Standard,1,Male,Does not qualify,56.0,62.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,52.0,57.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,47.0,57.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,45.0,49.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,47.0,54.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,48.0,55.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,45.0,54.0
GJJHK,Suburban,Public,YUC,Standard,1,Male,Qualifies for reduced/free lunch,46.0,59.0
GJJHK,Suburban,Public,YUC,Standard,1,Male,Qualifies for reduced/free lunch,49.0,58.0
GJJHK,Suburban,Public,YUC,Standard,1,Male,Does not qualify,47.0,62.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,44.0,55.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,47.0,59.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,48.0,59.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,41.0,54.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,42.0,53.0
GJJHK,Suburban,Public,YUC,Standard,1,Male,Does not qualify,45.0,60.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,52.0,59.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,44.0,51.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,50.0,55.0
GJJHK,Suburban,Public,YUC,Standard,1,Female,Qualifies for reduced/free lunch,40.0,53.0
GJJHK,Suburban,Public,YUC,Standard,1,Male,Qualifies for reduced/free lunch,40.0,51.0
GJJHK,Suburban,Public,YUC,Standard,1,Male,Qualifies for reduced/free lunch,44.0,57.0
GJJHK,Suburban,Public,ZDT,Standard,2,Female,Qualifies for reduced/free lunch,58.0,67.0
GJJHK,Suburban,Public,ZDT,Standard,2,Male,Qualifies for reduced/free lunch,54.0,60.0
GJJHK,Suburban,Public,ZDT,Standard,2,Male,Qualifies for reduced/free lunch,51.0,63.0
GJJHK,Suburban,Public,ZDT,Standard,2,Male,Qualifies for reduced/free lunch,52.0,59.0
GJJHK,Suburban,Public,ZDT,Standard,2,Female,Qualifies for reduced/free lunch,57.0,70.0
GJJHK,Suburban,Public,ZDT,Standard,2,Female,Does not qualify,54.0,65.0
GJJHK,Suburban,Public,ZDT,Standard,2,Male,Qualifies for reduced/free lunch,56.0,66.0
GJJHK,Suburban,Public,ZDT,Standard,2,Male,Qualifies for reduced/free lunch,52.0,59.0
GJJHK,Suburban,Public,ZDT,Standard,2,Male,Qualifies for reduced/free lunch,55.0,69.0
GJJHK,Suburban,Public,ZDT,Standard,2,Male,Qualifies for reduced/free lunch,49.0,62.0
GJJHK,Suburban,Public,ZDT,Standard,2,Male,Qualifies for reduced/free lunch,52.0,63.0
GJJHK,Suburban,Public,ZDT,Standard,2,Male,Qualifies for reduced/free lunch,55.0,64.0
